file	variable	exists	type	sample_value	timing_relevance
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	t	YES	ndarray	['November-10-2023_ 3-50-03_PM']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	vbl	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	onset	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-50-03_PM_Subject_is_XXX_SESSION2_selected_run_id_1.mat	timestamps	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	t	YES	ndarray	['November-10-2023_ 3-53-52_PM']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	vbl	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	onset	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-53-52_PM_Subject_is_XXX_SESSION2_selected_run_id_2.mat	timestamps	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	t	YES	ndarray	['November-10-2023_ 3-58-41_PM']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	vbl	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	onset	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 3-58-41_PM_Subject_is_XXX_SESSION2_selected_run_id_3.mat	timestamps	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_SESSION>']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	t	YES	ndarray	['November-10-2023_ 4-02-40_PM']	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	vbl	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	onset	NO			ABSENT
session#198fce362b0a/Results/November-10-2023_ 4-02-40_PM_Subject_is_XXX_SESSION2_selected_run_id_4.mat	timestamps	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['November-19-2023_ 1-02-49_PM']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-02-49_PM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['November-19-2023_ 1-06-47_PM']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-06-47_PM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['November-19-2023_ 1-10-46_PM']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-10-46_PM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['November-19-2023_ 1-15-31_PM']	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#ca28892eeda3/Results/November-19-2023_ 1-15-31_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['C05']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['./Results']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['May-24-2023_11-04-21_AM']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['C05'], dtype='<U3')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-04-21_AM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['C05']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['./Results']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['May-24-2023_11-08-38_AM']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['C05'], dtype='<U3')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-08-38_AM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['C05']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['./Results']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['May-24-2023_11-12-33_AM']	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['C05'], dtype='<U3')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-12-33_AM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#0ffa586faf93/Results/May-24-2023_11-16-31_AM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
