scan_id	subject	session	run	nifti	n_volumes	n_bvals	n_bvec_columns	status
sub-025_ses-02_run-05_dwi	sub-025	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-025/ses-02/dwi/sub-025_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-026_ses-01_run-01_dwi	sub-026	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-026_ses-01_run-02_dwi	sub-026	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-026_ses-01_run-05_dwi	sub-026	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-026_ses-02_run-01_dwi	sub-026	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-026_ses-02_run-02_dwi	sub-026	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-026_ses-02_run-05_dwi	sub-026	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-027_ses-01_run-01_dwi	sub-027	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-027_ses-01_run-02_dwi	sub-027	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-027_ses-01_run-05_dwi	sub-027	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-027_ses-02_run-01_dwi	sub-027	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-027_ses-02_run-02_dwi	sub-027	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-027_ses-02_run-05_dwi	sub-027	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-028_ses-01_run-01_dwi	sub-028	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-01_dwi.nii.gz	307.0	307.0	307.0	PASS
sub-028_ses-01_run-02_dwi	sub-028	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-02_dwi.nii.gz	307.0	307.0	307.0	PASS
sub-028_ses-01_run-05_dwi	sub-028	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-028_ses-02_run-01_dwi	sub-028	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-028_ses-02_run-02_dwi	sub-028	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-028_ses-02_run-05_dwi	sub-028	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-029_ses-01_run-01_dwi	sub-029	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-029_ses-01_run-02_dwi	sub-029	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-029_ses-01_run-05_dwi	sub-029	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-029_ses-02_run-01_dwi	sub-029	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-029_ses-02_run-02_dwi	sub-029	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-029_ses-02_run-05_dwi	sub-029	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-030_ses-01_run-01_dwi	sub-030	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-030_ses-01_run-02_dwi	sub-030	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-030_ses-01_run-05_dwi	sub-030	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-030_ses-02_run-01_dwi	sub-030	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-030_ses-02_run-02_dwi	sub-030	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-030_ses-02_run-05_dwi	sub-030	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-031_ses-01_run-01_dwi	sub-031	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-031_ses-01_run-02_dwi	sub-031	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-031_ses-01_run-05_dwi	sub-031	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-031_ses-02_run-01_dwi	sub-031	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-031_ses-02_run-02_dwi	sub-031	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-031_ses-02_run-05_dwi	sub-031	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-032_ses-01_run-01_dwi	sub-032	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-032_ses-01_run-02_dwi	sub-032	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-032_ses-01_run-05_dwi	sub-032	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-033_ses-01_run-01_dwi	sub-033	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-01_dwi.nii.gz	27.0	27.0	27.0	PASS
sub-033_ses-01_run-02_dwi	sub-033	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-02_dwi.nii.gz	27.0	27.0	27.0	PASS
sub-034_ses-01_run-01_dwi	sub-034	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-034_ses-01_run-02_dwi	sub-034	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-034_ses-01_run-05_dwi	sub-034	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-034_ses-02_run-01_dwi	sub-034	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-034_ses-02_run-02_dwi	sub-034	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-034_ses-02_run-05_dwi	sub-034	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-035_ses-01_run-01_dwi	sub-035	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-035_ses-01_run-02_dwi	sub-035	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-035_ses-01_run-05_dwi	sub-035	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-035_ses-02_run-01_dwi	sub-035	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-035_ses-02_run-02_dwi	sub-035	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-035_ses-02_run-05_dwi	sub-035	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-036_ses-01_run-01_dwi	sub-036	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-036_ses-01_run-02_dwi	sub-036	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-036_ses-01_run-05_dwi	sub-036	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-036_ses-02_run-01_dwi	sub-036	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-036_ses-02_run-02_dwi	sub-036	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-036_ses-02_run-05_dwi	sub-036	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-037_ses-01_run-01_dwi	sub-037	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-037_ses-01_run-02_dwi	sub-037	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-037_ses-01_run-05_dwi	sub-037	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-038_ses-01_run-01_dwi	sub-038	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-038_ses-01_run-02_dwi	sub-038	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-038_ses-01_run-05_dwi	sub-038	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-038_ses-02_run-01_dwi	sub-038	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-038_ses-02_run-02_dwi	sub-038	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-038_ses-02_run-05_dwi	sub-038	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-039_ses-01_run-01_dwi	sub-039	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-039_ses-01_run-02_dwi	sub-039	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-039_ses-01_run-05_dwi	sub-039	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-039_ses-02_run-01_dwi	sub-039	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-039_ses-02_run-02_dwi	sub-039	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-039_ses-02_run-05_dwi	sub-039	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-040_ses-01_run-01_dwi	sub-040	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-040_ses-01_run-02_dwi	sub-040	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-040_ses-01_run-05_dwi	sub-040	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-040_ses-02_run-01_dwi	sub-040	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-040_ses-02_run-02_dwi	sub-040	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-040_ses-02_run-05_dwi	sub-040	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-041_ses-01_run-01_dwi	sub-041	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-041_ses-01_run-02_dwi	sub-041	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-041_ses-01_run-05_dwi	sub-041	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-041_ses-02_run-01_dwi	sub-041	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-041_ses-02_run-02_dwi	sub-041	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-041_ses-02_run-05_dwi	sub-041	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-042_ses-01_run-01_dwi	sub-042	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-042_ses-01_run-02_dwi	sub-042	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-042_ses-01_run-05_dwi	sub-042	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-043_ses-02_run-01_dwi	sub-043	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-043_ses-02_run-02_dwi	sub-043	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-043_ses-02_run-03_dwi	sub-043	ses-02	run-03	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-03_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-043_ses-02_run-04_dwi	sub-043	ses-02	run-04	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-04_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-043_ses-02_run-09_dwi	sub-043	ses-02	run-09	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-09_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-043_ses-02_run-10_dwi	sub-043	ses-02	run-10	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-10_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-044_ses-01_run-01_dwi	sub-044	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-044_ses-01_run-02_dwi	sub-044	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-044_ses-01_run-05_dwi	sub-044	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-044_ses-02_run-01_dwi	sub-044	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-044_ses-02_run-02_dwi	sub-044	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-044_ses-02_run-05_dwi	sub-044	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-045_ses-01_run-01_dwi	sub-045	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-045_ses-01_run-02_dwi	sub-045	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-045_ses-01_run-05_dwi	sub-045	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-046_ses-01_run-01_dwi	sub-046	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-046_ses-01_run-02_dwi	sub-046	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-046_ses-01_run-05_dwi	sub-046	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-046_ses-02_run-01_dwi	sub-046	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-046_ses-02_run-02_dwi	sub-046	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-046_ses-02_run-05_dwi	sub-046	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-047_ses-01_run-01_dwi	sub-047	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-01_dwi.nii.gz	124.0	124.0	124.0	PASS
sub-047_ses-01_run-02_dwi	sub-047	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-02_dwi.nii.gz	124.0	124.0	124.0	PASS
sub-047_ses-01_run-03_dwi	sub-047	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-03_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-047_ses-01_run-04_dwi	sub-047	ses-01	run-04	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-04_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-047_ses-01_run-07_dwi	sub-047	ses-01	run-07	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-07_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-047_ses-02_run-01_dwi	sub-047	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-047_ses-02_run-02_dwi	sub-047	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-047_ses-02_run-05_dwi	sub-047	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-048_ses-01_run-01_dwi	sub-048	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-048_ses-01_run-02_dwi	sub-048	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-048_ses-01_run-05_dwi	sub-048	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-048_ses-02_run-01_dwi	sub-048	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-048_ses-02_run-02_dwi	sub-048	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-048_ses-02_run-05_dwi	sub-048	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-049_ses-01_run-01_dwi	sub-049	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-049_ses-01_run-02_dwi	sub-049	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-049_ses-01_run-05_dwi	sub-049	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-050_ses-01_run-01_dwi	sub-050	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-050_ses-01_run-02_dwi	sub-050	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-050_ses-01_run-05_dwi	sub-050	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
sub-051_ses-01_run-01_dwi	sub-051	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-01_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-051_ses-01_run-02_dwi	sub-051	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-02_dwi.nii.gz	385.0	385.0	385.0	PASS
sub-051_ses-01_run-05_dwi	sub-051	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-05_dwi.nii.gz	15.0	15.0	15.0	PASS
