scan_id	subject	session	run	nifti_present	bval_present	bvec_present	json_present	n_volumes	n_bvals	n_bvecs	volumes_match	bvals_match	bvecs_match	duplicate_nifti	inventory_status	consistency_status	integrity_status
sub-040_ses-02_run-02_dwi	sub-040	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-040_ses-02_run-05_dwi	sub-040	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-041_ses-01_run-01_dwi	sub-041	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-041_ses-01_run-02_dwi	sub-041	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-041_ses-01_run-05_dwi	sub-041	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-041_ses-02_run-01_dwi	sub-041	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-041_ses-02_run-02_dwi	sub-041	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-041_ses-02_run-05_dwi	sub-041	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-042_ses-01_run-01_dwi	sub-042	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-042_ses-01_run-02_dwi	sub-042	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-042_ses-01_run-05_dwi	sub-042	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-01_dwi	sub-043	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-02_dwi	sub-043	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-03_dwi	sub-043	ses-02	run-03	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-04_dwi	sub-043	ses-02	run-04	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-09_dwi	sub-043	ses-02	run-09	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-043_ses-02_run-10_dwi	sub-043	ses-02	run-10	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-044_ses-01_run-01_dwi	sub-044	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-044_ses-01_run-02_dwi	sub-044	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-044_ses-01_run-05_dwi	sub-044	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-044_ses-02_run-01_dwi	sub-044	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-044_ses-02_run-02_dwi	sub-044	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-044_ses-02_run-05_dwi	sub-044	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-045_ses-01_run-01_dwi	sub-045	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-045_ses-01_run-02_dwi	sub-045	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-045_ses-01_run-05_dwi	sub-045	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-046_ses-01_run-01_dwi	sub-046	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-046_ses-01_run-02_dwi	sub-046	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-046_ses-01_run-05_dwi	sub-046	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-046_ses-02_run-01_dwi	sub-046	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-046_ses-02_run-02_dwi	sub-046	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-046_ses-02_run-05_dwi	sub-046	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-047_ses-01_run-01_dwi	sub-047	ses-01	run-01	True	True	True	True	124	124	124	True	True	True	False	OK	PASS	PASS
sub-047_ses-01_run-02_dwi	sub-047	ses-01	run-02	True	True	True	True	124	124	124	True	True	True	False	OK	PASS	PASS
sub-047_ses-01_run-03_dwi	sub-047	ses-01	run-03	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-047_ses-01_run-04_dwi	sub-047	ses-01	run-04	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-047_ses-01_run-07_dwi	sub-047	ses-01	run-07	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-047_ses-02_run-01_dwi	sub-047	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-047_ses-02_run-02_dwi	sub-047	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-047_ses-02_run-05_dwi	sub-047	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-048_ses-01_run-01_dwi	sub-048	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-048_ses-01_run-02_dwi	sub-048	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-048_ses-01_run-05_dwi	sub-048	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-048_ses-02_run-01_dwi	sub-048	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-048_ses-02_run-02_dwi	sub-048	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-048_ses-02_run-05_dwi	sub-048	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-049_ses-01_run-01_dwi	sub-049	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-049_ses-01_run-02_dwi	sub-049	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-049_ses-01_run-05_dwi	sub-049	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-050_ses-01_run-01_dwi	sub-050	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-050_ses-01_run-02_dwi	sub-050	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-050_ses-01_run-05_dwi	sub-050	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-051_ses-01_run-01_dwi	sub-051	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-051_ses-01_run-02_dwi	sub-051	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-051_ses-01_run-05_dwi	sub-051	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-052_ses-01_run-01_dwi	sub-052	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-052_ses-01_run-02_dwi	sub-052	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-052_ses-01_run-05_dwi	sub-052	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-052_ses-02_run-01_dwi	sub-052	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-052_ses-02_run-02_dwi	sub-052	ses-02	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-052_ses-02_run-05_dwi	sub-052	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-053_ses-01_run-01_dwi	sub-053	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-053_ses-01_run-02_dwi	sub-053	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-053_ses-01_run-05_dwi	sub-053	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-054_ses-01_run-01_dwi	sub-054	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-054_ses-01_run-02_dwi	sub-054	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-054_ses-01_run-05_dwi	sub-054	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-054_ses-02_run-01_dwi	sub-054	ses-02	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-054_ses-02_run-05_dwi	sub-054	ses-02	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-056_ses-01_run-01_dwi	sub-056	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-056_ses-01_run-05_dwi	sub-056	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-057_ses-01_run-01_dwi	sub-057	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-057_ses-01_run-02_dwi	sub-057	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-057_ses-01_run-05_dwi	sub-057	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-058_ses-01_run-01_dwi	sub-058	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-058_ses-01_run-02_dwi	sub-058	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-058_ses-01_run-05_dwi	sub-058	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-059_ses-01_run-01_dwi	sub-059	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-059_ses-01_run-02_dwi	sub-059	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-059_ses-01_run-05_dwi	sub-059	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-060_ses-01_run-01_dwi	sub-060	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-060_ses-01_run-02_dwi	sub-060	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-060_ses-01_run-05_dwi	sub-060	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-061_ses-01_run-01_dwi	sub-061	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-061_ses-01_run-05_dwi	sub-061	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-061_ses-01_run-13_dwi	sub-061	ses-01	run-13	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-062_ses-01_run-03_dwi	sub-062	ses-01	run-03	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-062_ses-01_run-11_dwi	sub-062	ses-01	run-11	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-063_ses-01_run-03_dwi	sub-063	ses-01	run-03	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-063_ses-01_run-11_dwi	sub-063	ses-01	run-11	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-064_ses-01_run-01_dwi	sub-064	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-064_ses-01_run-02_dwi	sub-064	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-064_ses-01_run-05_dwi	sub-064	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-065_ses-01_run-01_dwi	sub-065	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-065_ses-01_run-02_dwi	sub-065	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-065_ses-01_run-05_dwi	sub-065	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-066_ses-01_run-01_dwi	sub-066	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-066_ses-01_run-02_dwi	sub-066	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-066_ses-01_run-05_dwi	sub-066	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-067_ses-01_run-01_dwi	sub-067	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-067_ses-01_run-05_dwi	sub-067	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-068_ses-01_run-01_dwi	sub-068	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-068_ses-01_run-02_dwi	sub-068	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-068_ses-01_run-05_dwi	sub-068	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-069_ses-01_run-01_dwi	sub-069	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-069_ses-01_run-02_dwi	sub-069	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-069_ses-01_run-05_dwi	sub-069	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-071_ses-01_run-01_dwi	sub-071	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-071_ses-01_run-02_dwi	sub-071	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-071_ses-01_run-05_dwi	sub-071	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-072_ses-01_run-01_dwi	sub-072	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-072_ses-01_run-02_dwi	sub-072	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-072_ses-01_run-05_dwi	sub-072	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-073_ses-01_run-01_dwi	sub-073	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-073_ses-01_run-02_dwi	sub-073	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-073_ses-01_run-05_dwi	sub-073	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-074_ses-01_run-01_dwi	sub-074	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-074_ses-01_run-02_dwi	sub-074	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-074_ses-01_run-05_dwi	sub-074	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-075_ses-01_run-01_dwi	sub-075	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-075_ses-01_run-02_dwi	sub-075	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-075_ses-01_run-05_dwi	sub-075	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-076_ses-01_run-01_dwi	sub-076	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-076_ses-01_run-02_dwi	sub-076	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-076_ses-01_run-05_dwi	sub-076	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-077_ses-01_run-01_dwi	sub-077	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-077_ses-01_run-02_dwi	sub-077	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-077_ses-01_run-05_dwi	sub-077	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-078_ses-01_run-01_dwi	sub-078	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-078_ses-01_run-02_dwi	sub-078	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-078_ses-01_run-05_dwi	sub-078	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-079_ses-01_run-01_dwi	sub-079	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-079_ses-01_run-02_dwi	sub-079	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-079_ses-01_run-05_dwi	sub-079	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-080_ses-01_run-01_dwi	sub-080	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-080_ses-01_run-02_dwi	sub-080	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-080_ses-01_run-05_dwi	sub-080	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-081_ses-01_run-01_dwi	sub-081	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-081_ses-01_run-02_dwi	sub-081	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-081_ses-01_run-05_dwi	sub-081	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-082_ses-01_run-01_dwi	sub-082	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-082_ses-01_run-02_dwi	sub-082	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-082_ses-01_run-03_dwi	sub-082	ses-01	run-03	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-083_ses-01_run-01_dwi	sub-083	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-083_ses-01_run-02_dwi	sub-083	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-083_ses-01_run-05_dwi	sub-083	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
sub-084_ses-01_run-01_dwi	sub-084	ses-01	run-01	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-084_ses-01_run-02_dwi	sub-084	ses-01	run-02	True	True	True	True	385	385	385	True	True	True	False	OK	PASS	PASS
sub-084_ses-01_run-05_dwi	sub-084	ses-01	run-05	True	True	True	True	15	15	15	True	True	True	False	OK	PASS	PASS
