subject	session	task	run	part	bold	events_expected	events_exists
sub-041	ses-01	fmri	07	mag	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-07_bold.nii.gz	sub-041_ses-01_task-fmri_run-07_events.tsv	False
sub-041	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-control_run-01_bold.nii.gz	sub-041_ses-02_task-control_run-01_events.tsv	False
sub-041	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-movie_run-05_bold.nii.gz	sub-041_ses-02_task-movie_run-05_events.tsv	False
sub-041	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-control_run-03_bold.nii.gz	sub-041_ses-02_task-control_run-03_events.tsv	False
sub-041	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-movie_run-07_bold.nii.gz	sub-041_ses-02_task-movie_run-07_events.tsv	False
sub-041	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-control_run-05_bold.nii.gz	sub-041_ses-02_task-control_run-05_events.tsv	False
sub-041	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-movie_run-01_bold.nii.gz	sub-041_ses-02_task-movie_run-01_events.tsv	False
sub-041	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-movie_run-03_bold.nii.gz	sub-041_ses-02_task-movie_run-03_events.tsv	False
sub-041	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-rest_run-01_bold.nii.gz	sub-041_ses-02_task-rest_run-01_events.tsv	False
sub-079	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-movie_run-05_bold.nii.gz	sub-079_ses-01_task-movie_run-05_events.tsv	False
sub-079	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-control_run-03_bold.nii.gz	sub-079_ses-01_task-control_run-03_events.tsv	False
sub-079	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-control_run-01_bold.nii.gz	sub-079_ses-01_task-control_run-01_events.tsv	False
sub-079	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-movie_run-07_bold.nii.gz	sub-079_ses-01_task-movie_run-07_events.tsv	False
sub-079	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-movie_run-01_bold.nii.gz	sub-079_ses-01_task-movie_run-01_events.tsv	False
sub-079	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-control_run-05_bold.nii.gz	sub-079_ses-01_task-control_run-05_events.tsv	False
sub-079	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-movie_run-03_bold.nii.gz	sub-079_ses-01_task-movie_run-03_events.tsv	False
sub-079	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-079/ses-01/func/sub-079_ses-01_task-rest_run-01_bold.nii.gz	sub-079_ses-01_task-rest_run-01_events.tsv	False
sub-073	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-control_run-01_bold.nii.gz	sub-073_ses-02_task-control_run-01_events.tsv	False
sub-073	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-control_run-03_bold.nii.gz	sub-073_ses-02_task-control_run-03_events.tsv	False
sub-073	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-control_run-05_bold.nii.gz	sub-073_ses-02_task-control_run-05_events.tsv	False
sub-073	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-movie_run-03_bold.nii.gz	sub-073_ses-02_task-movie_run-03_events.tsv	False
sub-073	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-movie_run-01_bold.nii.gz	sub-073_ses-02_task-movie_run-01_events.tsv	False
sub-073	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-movie_run-07_bold.nii.gz	sub-073_ses-02_task-movie_run-07_events.tsv	False
sub-073	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-rest_run-01_bold.nii.gz	sub-073_ses-02_task-rest_run-01_events.tsv	False
sub-073	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-movie_run-05_bold.nii.gz	sub-073_ses-02_task-movie_run-05_events.tsv	False
sub-073	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-control_run-03_bold.nii.gz	sub-073_ses-01_task-control_run-03_events.tsv	False
sub-073	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-control_run-01_bold.nii.gz	sub-073_ses-01_task-control_run-01_events.tsv	False
sub-073	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-control_run-05_bold.nii.gz	sub-073_ses-01_task-control_run-05_events.tsv	False
sub-073	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-rest_run-01_bold.nii.gz	sub-073_ses-01_task-rest_run-01_events.tsv	False
sub-073	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-movie_run-07_bold.nii.gz	sub-073_ses-01_task-movie_run-07_events.tsv	False
sub-073	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-movie_run-05_bold.nii.gz	sub-073_ses-01_task-movie_run-05_events.tsv	False
sub-073	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-movie_run-03_bold.nii.gz	sub-073_ses-01_task-movie_run-03_events.tsv	False
sub-073	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-073/ses-01/func/sub-073_ses-01_task-movie_run-01_bold.nii.gz	sub-073_ses-01_task-movie_run-01_events.tsv	False
sub-004	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-movie_run-05_bold.nii.gz	sub-004_ses-02_task-movie_run-05_events.tsv	False
sub-004	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-movie_run-07_bold.nii.gz	sub-004_ses-02_task-movie_run-07_events.tsv	False
sub-004	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-movie_run-01_bold.nii.gz	sub-004_ses-02_task-movie_run-01_events.tsv	False
sub-004	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-movie_run-03_bold.nii.gz	sub-004_ses-02_task-movie_run-03_events.tsv	False
sub-004	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-control_run-03_bold.nii.gz	sub-004_ses-02_task-control_run-03_events.tsv	False
sub-004	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-control_run-01_bold.nii.gz	sub-004_ses-02_task-control_run-01_events.tsv	False
sub-004	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-rest_run-01_bold.nii.gz	sub-004_ses-02_task-rest_run-01_events.tsv	False
sub-004	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-004/ses-02/func/sub-004_ses-02_task-control_run-05_bold.nii.gz	sub-004_ses-02_task-control_run-05_events.tsv	False
sub-004	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-rest_run-01_bold.nii.gz	sub-004_ses-01_task-rest_run-01_events.tsv	False
sub-004	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-control_run-05_bold.nii.gz	sub-004_ses-01_task-control_run-05_events.tsv	False
sub-004	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-movie_run-03_bold.nii.gz	sub-004_ses-01_task-movie_run-03_events.tsv	False
sub-004	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-movie_run-01_bold.nii.gz	sub-004_ses-01_task-movie_run-01_events.tsv	False
sub-004	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-movie_run-07_bold.nii.gz	sub-004_ses-01_task-movie_run-07_events.tsv	False
sub-004	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-control_run-01_bold.nii.gz	sub-004_ses-01_task-control_run-01_events.tsv	False
sub-004	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-movie_run-05_bold.nii.gz	sub-004_ses-01_task-movie_run-05_events.tsv	False
sub-004	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-control_run-03_bold.nii.gz	sub-004_ses-01_task-control_run-03_events.tsv	False
sub-025	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-movie_run-07_bold.nii.gz	sub-025_ses-02_task-movie_run-07_events.tsv	False
sub-025	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-movie_run-05_bold.nii.gz	sub-025_ses-02_task-movie_run-05_events.tsv	False
sub-025	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-movie_run-03_bold.nii.gz	sub-025_ses-02_task-movie_run-03_events.tsv	False
sub-025	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-movie_run-01_bold.nii.gz	sub-025_ses-02_task-movie_run-01_events.tsv	False
sub-025	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-rest_run-01_bold.nii.gz	sub-025_ses-02_task-rest_run-01_events.tsv	False
sub-025	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-control_run-05_bold.nii.gz	sub-025_ses-02_task-control_run-05_events.tsv	False
sub-025	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-control_run-03_bold.nii.gz	sub-025_ses-02_task-control_run-03_events.tsv	False
sub-025	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-control_run-01_bold.nii.gz	sub-025_ses-02_task-control_run-01_events.tsv	False
sub-025	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-movie_run-05_bold.nii.gz	sub-025_ses-01_task-movie_run-05_events.tsv	False
sub-025	ses-01	fmri	09	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-fmri_run-09_bold.nii.gz	sub-025_ses-01_task-fmri_run-09_events.tsv	False
sub-025	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-movie_run-07_bold.nii.gz	sub-025_ses-01_task-movie_run-07_events.tsv	False
sub-025	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-movie_run-01_bold.nii.gz	sub-025_ses-01_task-movie_run-01_events.tsv	False
sub-025	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-movie_run-03_bold.nii.gz	sub-025_ses-01_task-movie_run-03_events.tsv	False
sub-025	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-control_run-03_bold.nii.gz	sub-025_ses-01_task-control_run-03_events.tsv	False
sub-025	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-rest_run-01_bold.nii.gz	sub-025_ses-01_task-rest_run-01_events.tsv	False
sub-025	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-control_run-01_bold.nii.gz	sub-025_ses-01_task-control_run-01_events.tsv	False
sub-025	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-control_run-05_bold.nii.gz	sub-025_ses-01_task-control_run-05_events.tsv	False
sub-025	ses-01	fmri	07	mag	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-fmri_run-07_bold.nii.gz	sub-025_ses-01_task-fmri_run-07_events.tsv	False
sub-052	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-movie_run-07_bold.nii.gz	sub-052_ses-01_task-movie_run-07_events.tsv	False
sub-052	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-movie_run-05_bold.nii.gz	sub-052_ses-01_task-movie_run-05_events.tsv	False
sub-052	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-movie_run-03_bold.nii.gz	sub-052_ses-01_task-movie_run-03_events.tsv	False
sub-052	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-rest_run-01_bold.nii.gz	sub-052_ses-01_task-rest_run-01_events.tsv	False
sub-052	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-movie_run-01_bold.nii.gz	sub-052_ses-01_task-movie_run-01_events.tsv	False
sub-052	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-control_run-01_bold.nii.gz	sub-052_ses-01_task-control_run-01_events.tsv	False
sub-052	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-control_run-03_bold.nii.gz	sub-052_ses-01_task-control_run-03_events.tsv	False
sub-052	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-052/ses-01/func/sub-052_ses-01_task-control_run-05_bold.nii.gz	sub-052_ses-01_task-control_run-05_events.tsv	False
sub-052	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-control_run-01_bold.nii.gz	sub-052_ses-02_task-control_run-01_events.tsv	False
sub-052	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-movie_run-07_bold.nii.gz	sub-052_ses-02_task-movie_run-07_events.tsv	False
sub-052	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-control_run-03_bold.nii.gz	sub-052_ses-02_task-control_run-03_events.tsv	False
sub-052	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-movie_run-05_bold.nii.gz	sub-052_ses-02_task-movie_run-05_events.tsv	False
sub-052	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-movie_run-03_bold.nii.gz	sub-052_ses-02_task-movie_run-03_events.tsv	False
sub-052	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-control_run-05_bold.nii.gz	sub-052_ses-02_task-control_run-05_events.tsv	False
sub-052	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-movie_run-01_bold.nii.gz	sub-052_ses-02_task-movie_run-01_events.tsv	False
sub-052	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-052/ses-02/func/sub-052_ses-02_task-rest_run-01_bold.nii.gz	sub-052_ses-02_task-rest_run-01_events.tsv	False
sub-058	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-movie_run-07_bold.nii.gz	sub-058_ses-01_task-movie_run-07_events.tsv	False
sub-058	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-control_run-01_bold.nii.gz	sub-058_ses-01_task-control_run-01_events.tsv	False
sub-058	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-rest_run-01_bold.nii.gz	sub-058_ses-01_task-rest_run-01_events.tsv	False
sub-058	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-control_run-03_bold.nii.gz	sub-058_ses-01_task-control_run-03_events.tsv	False
sub-058	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-movie_run-05_bold.nii.gz	sub-058_ses-01_task-movie_run-05_events.tsv	False
sub-058	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-movie_run-03_bold.nii.gz	sub-058_ses-01_task-movie_run-03_events.tsv	False
sub-058	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-control_run-05_bold.nii.gz	sub-058_ses-01_task-control_run-05_events.tsv	False
sub-058	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-058/ses-01/func/sub-058_ses-01_task-movie_run-01_bold.nii.gz	sub-058_ses-01_task-movie_run-01_events.tsv	False
sub-060	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-control_run-01_bold.nii.gz	sub-060_ses-01_task-control_run-01_events.tsv	False
sub-060	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-control_run-03_bold.nii.gz	sub-060_ses-01_task-control_run-03_events.tsv	False
sub-060	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-rest_run-01_bold.nii.gz	sub-060_ses-01_task-rest_run-01_events.tsv	False
sub-060	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-control_run-05_bold.nii.gz	sub-060_ses-01_task-control_run-05_events.tsv	False
sub-060	ses-01	movie	09	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-movie_run-09_bold.nii.gz	sub-060_ses-01_task-movie_run-09_events.tsv	False
sub-060	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-movie_run-07_bold.nii.gz	sub-060_ses-01_task-movie_run-07_events.tsv	False
sub-060	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-movie_run-05_bold.nii.gz	sub-060_ses-01_task-movie_run-05_events.tsv	False
sub-060	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-movie_run-03_bold.nii.gz	sub-060_ses-01_task-movie_run-03_events.tsv	False
sub-060	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-060/ses-01/func/sub-060_ses-01_task-movie_run-01_bold.nii.gz	sub-060_ses-01_task-movie_run-01_events.tsv	False
sub-017	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-rest_run-01_bold.nii.gz	sub-017_ses-01_task-rest_run-01_events.tsv	False
sub-017	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-control_run-03_bold.nii.gz	sub-017_ses-01_task-control_run-03_events.tsv	False
sub-017	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-movie_run-03_bold.nii.gz	sub-017_ses-01_task-movie_run-03_events.tsv	False
sub-017	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-control_run-01_bold.nii.gz	sub-017_ses-01_task-control_run-01_events.tsv	False
sub-017	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-movie_run-01_bold.nii.gz	sub-017_ses-01_task-movie_run-01_events.tsv	False
sub-017	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-movie_run-07_bold.nii.gz	sub-017_ses-01_task-movie_run-07_events.tsv	False
sub-017	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-control_run-05_bold.nii.gz	sub-017_ses-01_task-control_run-05_events.tsv	False
sub-017	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-movie_run-05_bold.nii.gz	sub-017_ses-01_task-movie_run-05_events.tsv	False
sub-017	ses-02	movie	03	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-movie_run-03_bold.nii.gz	sub-017_ses-02_task-movie_run-03_events.tsv	False
sub-017	ses-02	movie	01	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-movie_run-01_bold.nii.gz	sub-017_ses-02_task-movie_run-01_events.tsv	False
sub-017	ses-02	movie	07	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-movie_run-07_bold.nii.gz	sub-017_ses-02_task-movie_run-07_events.tsv	False
sub-017	ses-02	movie	05	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-movie_run-05_bold.nii.gz	sub-017_ses-02_task-movie_run-05_events.tsv	False
sub-017	ses-02	rest	01	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-rest_run-01_bold.nii.gz	sub-017_ses-02_task-rest_run-01_events.tsv	False
sub-017	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-control_run-03_bold.nii.gz	sub-017_ses-02_task-control_run-03_events.tsv	False
sub-017	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-control_run-01_bold.nii.gz	sub-017_ses-02_task-control_run-01_events.tsv	False
sub-017	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-control_run-05_bold.nii.gz	sub-017_ses-02_task-control_run-05_events.tsv	False
sub-084	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-control_run-01_bold.nii.gz	sub-084_ses-01_task-control_run-01_events.tsv	False
sub-084	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-control_run-03_bold.nii.gz	sub-084_ses-01_task-control_run-03_events.tsv	False
sub-084	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-control_run-05_bold.nii.gz	sub-084_ses-01_task-control_run-05_events.tsv	False
sub-084	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-movie_run-05_bold.nii.gz	sub-084_ses-01_task-movie_run-05_events.tsv	False
sub-084	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-rest_run-01_bold.nii.gz	sub-084_ses-01_task-rest_run-01_events.tsv	False
sub-084	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-movie_run-07_bold.nii.gz	sub-084_ses-01_task-movie_run-07_events.tsv	False
sub-084	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-movie_run-01_bold.nii.gz	sub-084_ses-01_task-movie_run-01_events.tsv	False
sub-084	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-084/ses-01/func/sub-084_ses-01_task-movie_run-03_bold.nii.gz	sub-084_ses-01_task-movie_run-03_events.tsv	False
sub-010	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-control_run-05_bold.nii.gz	sub-010_ses-01_task-control_run-05_events.tsv	False
sub-010	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-rest_run-01_bold.nii.gz	sub-010_ses-01_task-rest_run-01_events.tsv	False
sub-010	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-control_run-01_bold.nii.gz	sub-010_ses-01_task-control_run-01_events.tsv	False
sub-010	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-control_run-03_bold.nii.gz	sub-010_ses-01_task-control_run-03_events.tsv	False
sub-010	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-movie_run-01_bold.nii.gz	sub-010_ses-01_task-movie_run-01_events.tsv	False
sub-010	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-movie_run-03_bold.nii.gz	sub-010_ses-01_task-movie_run-03_events.tsv	False
sub-067	ses-01	rest	01	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-rest_run-01_bold.nii.gz	sub-067_ses-01_task-rest_run-01_events.tsv	False
sub-067	ses-01	control	03	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-control_run-03_bold.nii.gz	sub-067_ses-01_task-control_run-03_events.tsv	False
sub-067	ses-01	movie	01	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-movie_run-01_bold.nii.gz	sub-067_ses-01_task-movie_run-01_events.tsv	False
sub-067	ses-01	movie	03	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-movie_run-03_bold.nii.gz	sub-067_ses-01_task-movie_run-03_events.tsv	False
sub-067	ses-01	control	01	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-control_run-01_bold.nii.gz	sub-067_ses-01_task-control_run-01_events.tsv	False
sub-067	ses-01	movie	05	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-movie_run-05_bold.nii.gz	sub-067_ses-01_task-movie_run-05_events.tsv	False
sub-067	ses-01	control	05	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-control_run-05_bold.nii.gz	sub-067_ses-01_task-control_run-05_events.tsv	False
sub-067	ses-01	movie	07	mag	/home/alexrees/scratch/bids/sub-067/ses-01/func/sub-067_ses-01_task-movie_run-07_bold.nii.gz	sub-067_ses-01_task-movie_run-07_events.tsv	False
sub-067	ses-02	control	05	mag	/home/alexrees/scratch/bids/sub-067/ses-02/func/sub-067_ses-02_task-control_run-05_bold.nii.gz	sub-067_ses-02_task-control_run-05_events.tsv	False
sub-067	ses-02	control	03	mag	/home/alexrees/scratch/bids/sub-067/ses-02/func/sub-067_ses-02_task-control_run-03_bold.nii.gz	sub-067_ses-02_task-control_run-03_events.tsv	False
sub-067	ses-02	control	01	mag	/home/alexrees/scratch/bids/sub-067/ses-02/func/sub-067_ses-02_task-control_run-01_bold.nii.gz	sub-067_ses-02_task-control_run-01_events.tsv	False
