subject	session	run	dest	action	confidence	source	event_count
sub-016	ses-02	03	/home/alexrees/scratch/bids/sub-016/ses-02/func/sub-016_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-02_task-fmri_run-03_events.tsv	25.0
sub-016	ses-02	05	/home/alexrees/scratch/bids/sub-016/ses-02/func/sub-016_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-02_task-fmri_run-05_events.tsv	25.0
sub-017	ses-01	01	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-01_task-fmri_run-01_events.tsv	25.0
sub-017	ses-01	03	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-01_task-fmri_run-03_events.tsv	25.0
sub-017	ses-01	05	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-01_task-fmri_run-05_events.tsv	25.0
sub-017	ses-01	07	/home/alexrees/scratch/bids/sub-017/ses-01/func/sub-017_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-01_task-fmri_run-07_events.tsv	25.0
sub-017	ses-02	01	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-02_task-fmri_run-01_events.tsv	25.0
sub-017	ses-02	03	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-02_task-fmri_run-03_events.tsv	25.0
sub-017	ses-02	05	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-02_task-fmri_run-05_events.tsv	25.0
sub-017	ses-02	07	/home/alexrees/scratch/bids/sub-017/ses-02/func/sub-017_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-017_ses-02_task-fmri_run-07_events.tsv	25.0
sub-018	ses-01	01	/home/alexrees/scratch/bids/sub-018/ses-01/func/sub-018_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-018_ses-01_task-fmri_run-01_events.tsv	25.0
sub-018	ses-01	03	/home/alexrees/scratch/bids/sub-018/ses-01/func/sub-018_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-018_ses-01_task-fmri_run-03_events.tsv	25.0
sub-018	ses-01	05	/home/alexrees/scratch/bids/sub-018/ses-01/func/sub-018_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-018_ses-01_task-fmri_run-05_events.tsv	25.0
sub-018	ses-01	07	/home/alexrees/scratch/bids/sub-018/ses-01/func/sub-018_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-018_ses-01_task-fmri_run-07_events.tsv	25.0
sub-019	ses-01	01	/home/alexrees/scratch/bids/sub-019/ses-01/func/sub-019_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-01_task-fmri_run-01_events.tsv	25.0
sub-019	ses-01	03	/home/alexrees/scratch/bids/sub-019/ses-01/func/sub-019_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-01_task-fmri_run-03_events.tsv	25.0
sub-019	ses-01	05	/home/alexrees/scratch/bids/sub-019/ses-01/func/sub-019_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-01_task-fmri_run-05_events.tsv	25.0
sub-019	ses-01	07	/home/alexrees/scratch/bids/sub-019/ses-01/func/sub-019_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-01_task-fmri_run-07_events.tsv	25.0
sub-019	ses-02	01	/home/alexrees/scratch/bids/sub-019/ses-02/func/sub-019_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-02_task-fmri_run-01_events.tsv	25.0
sub-019	ses-02	03	/home/alexrees/scratch/bids/sub-019/ses-02/func/sub-019_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-02_task-fmri_run-03_events.tsv	25.0
sub-019	ses-02	05	/home/alexrees/scratch/bids/sub-019/ses-02/func/sub-019_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-02_task-fmri_run-05_events.tsv	25.0
sub-019	ses-02	07	/home/alexrees/scratch/bids/sub-019/ses-02/func/sub-019_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-019_ses-02_task-fmri_run-07_events.tsv	25.0
sub-020	ses-01	01	/home/alexrees/scratch/bids/sub-020/ses-01/func/sub-020_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-020_ses-01_task-fmri_run-01_events.tsv	25.0
sub-020	ses-01	03	/home/alexrees/scratch/bids/sub-020/ses-01/func/sub-020_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-020_ses-01_task-fmri_run-03_events.tsv	25.0
sub-020	ses-01	07	/home/alexrees/scratch/bids/sub-020/ses-01/func/sub-020_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-020_ses-01_task-fmri_run-07_events.tsv	25.0
sub-021	ses-01	01	/home/alexrees/scratch/bids/sub-021/ses-01/func/sub-021_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-01_task-fmri_run-01_events.tsv	25.0
sub-021	ses-01	03	/home/alexrees/scratch/bids/sub-021/ses-01/func/sub-021_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-01_task-fmri_run-03_events.tsv	25.0
sub-021	ses-01	05	/home/alexrees/scratch/bids/sub-021/ses-01/func/sub-021_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-01_task-fmri_run-05_events.tsv	25.0
sub-021	ses-01	07	/home/alexrees/scratch/bids/sub-021/ses-01/func/sub-021_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-01_task-fmri_run-07_events.tsv	25.0
sub-021	ses-02	01	/home/alexrees/scratch/bids/sub-021/ses-02/func/sub-021_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-02_task-fmri_run-01_events.tsv	25.0
sub-021	ses-02	03	/home/alexrees/scratch/bids/sub-021/ses-02/func/sub-021_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-02_task-fmri_run-03_events.tsv	25.0
sub-021	ses-02	05	/home/alexrees/scratch/bids/sub-021/ses-02/func/sub-021_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-02_task-fmri_run-05_events.tsv	25.0
sub-021	ses-02	07	/home/alexrees/scratch/bids/sub-021/ses-02/func/sub-021_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-021_ses-02_task-fmri_run-07_events.tsv	25.0
sub-022	ses-01	01	/home/alexrees/scratch/bids/sub-022/ses-01/func/sub-022_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-01_task-fmri_run-01_events.tsv	25.0
sub-022	ses-01	03	/home/alexrees/scratch/bids/sub-022/ses-01/func/sub-022_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-01_task-fmri_run-03_events.tsv	25.0
sub-022	ses-01	05	/home/alexrees/scratch/bids/sub-022/ses-01/func/sub-022_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-01_task-fmri_run-05_events.tsv	25.0
sub-022	ses-01	07	/home/alexrees/scratch/bids/sub-022/ses-01/func/sub-022_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-01_task-fmri_run-07_events.tsv	25.0
sub-022	ses-02	01	/home/alexrees/scratch/bids/sub-022/ses-02/func/sub-022_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-02_task-fmri_run-01_events.tsv	25.0
sub-022	ses-02	03	/home/alexrees/scratch/bids/sub-022/ses-02/func/sub-022_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-02_task-fmri_run-03_events.tsv	25.0
sub-022	ses-02	05	/home/alexrees/scratch/bids/sub-022/ses-02/func/sub-022_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-02_task-fmri_run-05_events.tsv	25.0
sub-022	ses-02	07	/home/alexrees/scratch/bids/sub-022/ses-02/func/sub-022_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-022_ses-02_task-fmri_run-07_events.tsv	25.0
sub-023	ses-01	03	/home/alexrees/scratch/bids/sub-023/ses-01/func/sub-023_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-01_task-fmri_run-03_events.tsv	25.0
sub-023	ses-01	05	/home/alexrees/scratch/bids/sub-023/ses-01/func/sub-023_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-01_task-fmri_run-05_events.tsv	25.0
sub-023	ses-02	01	/home/alexrees/scratch/bids/sub-023/ses-02/func/sub-023_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-02_task-fmri_run-01_events.tsv	25.0
sub-023	ses-02	03	/home/alexrees/scratch/bids/sub-023/ses-02/func/sub-023_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-02_task-fmri_run-03_events.tsv	25.0
sub-023	ses-02	05	/home/alexrees/scratch/bids/sub-023/ses-02/func/sub-023_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-02_task-fmri_run-05_events.tsv	25.0
sub-023	ses-02	07	/home/alexrees/scratch/bids/sub-023/ses-02/func/sub-023_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-023_ses-02_task-fmri_run-07_events.tsv	25.0
sub-024	ses-01	01	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-01_task-fmri_run-01_events.tsv	25.0
sub-024	ses-01	03	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-01_task-fmri_run-03_events.tsv	25.0
sub-024	ses-01	05	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-01_task-fmri_run-05_events.tsv	25.0
sub-024	ses-01	07	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_events.tsv	create	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-01_task-fmri_run-07_events.tsv	25.0
sub-024	ses-02	01	/home/alexrees/scratch/bids/sub-024/ses-02/func/sub-024_ses-02_task-fmri_run-01_events.tsv	create	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-02_task-fmri_run-01_events.tsv	25.0
sub-024	ses-02	02	/home/alexrees/scratch/bids/sub-024/ses-02/func/sub-024_ses-02_task-fmri_run-02_events.tsv	SKIP_no_bold	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-02_task-fmri_run-02_events.tsv	
sub-024	ses-02	05	/home/alexrees/scratch/bids/sub-024/ses-02/func/sub-024_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-02_task-fmri_run-05_events.tsv	25.0
sub-024	ses-02	08	/home/alexrees/scratch/bids/sub-024/ses-02/func/sub-024_ses-02_task-fmri_run-08_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-024_ses-02_task-fmri_run-08_events.tsv	25.0
sub-025	ses-01	03	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-01_task-fmri_run-03_events.tsv	25.0
sub-025	ses-01	05	/home/alexrees/scratch/bids/sub-025/ses-01/func/sub-025_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-01_task-fmri_run-05_events.tsv	25.0
sub-025	ses-02	01	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-02_task-fmri_run-01_events.tsv	25.0
sub-025	ses-02	03	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-02_task-fmri_run-03_events.tsv	25.0
sub-025	ses-02	05	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-02_task-fmri_run-05_events.tsv	25.0
sub-025	ses-02	07	/home/alexrees/scratch/bids/sub-025/ses-02/func/sub-025_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-025_ses-02_task-fmri_run-07_events.tsv	25.0
sub-026	ses-01	01	/home/alexrees/scratch/bids/sub-026/ses-01/func/sub-026_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-026_ses-01_task-fmri_run-01_events.tsv	25.0
sub-026	ses-01	03	/home/alexrees/scratch/bids/sub-026/ses-01/func/sub-026_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-026_ses-01_task-fmri_run-03_events.tsv	25.0
sub-026	ses-01	05	/home/alexrees/scratch/bids/sub-026/ses-01/func/sub-026_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-026_ses-01_task-fmri_run-05_events.tsv	25.0
sub-026	ses-01	07	/home/alexrees/scratch/bids/sub-026/ses-01/func/sub-026_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-026_ses-01_task-fmri_run-07_events.tsv	25.0
sub-027	ses-01	01	/home/alexrees/scratch/bids/sub-027/ses-01/func/sub-027_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-01_task-fmri_run-01_events.tsv	25.0
sub-027	ses-01	03	/home/alexrees/scratch/bids/sub-027/ses-01/func/sub-027_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-01_task-fmri_run-03_events.tsv	25.0
sub-027	ses-01	05	/home/alexrees/scratch/bids/sub-027/ses-01/func/sub-027_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-01_task-fmri_run-05_events.tsv	25.0
sub-027	ses-01	07	/home/alexrees/scratch/bids/sub-027/ses-01/func/sub-027_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-01_task-fmri_run-07_events.tsv	25.0
sub-027	ses-02	01	/home/alexrees/scratch/bids/sub-027/ses-02/func/sub-027_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-02_task-fmri_run-01_events.tsv	25.0
sub-027	ses-02	03	/home/alexrees/scratch/bids/sub-027/ses-02/func/sub-027_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-02_task-fmri_run-03_events.tsv	25.0
sub-027	ses-02	05	/home/alexrees/scratch/bids/sub-027/ses-02/func/sub-027_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-02_task-fmri_run-05_events.tsv	25.0
sub-027	ses-02	07	/home/alexrees/scratch/bids/sub-027/ses-02/func/sub-027_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-027_ses-02_task-fmri_run-07_events.tsv	25.0
sub-028	ses-01	01	/home/alexrees/scratch/bids/sub-028/ses-01/func/sub-028_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-01_task-fmri_run-01_events.tsv	25.0
sub-028	ses-01	03	/home/alexrees/scratch/bids/sub-028/ses-01/func/sub-028_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-01_task-fmri_run-03_events.tsv	25.0
sub-028	ses-01	05	/home/alexrees/scratch/bids/sub-028/ses-01/func/sub-028_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-01_task-fmri_run-05_events.tsv	25.0
sub-028	ses-01	07	/home/alexrees/scratch/bids/sub-028/ses-01/func/sub-028_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-01_task-fmri_run-07_events.tsv	25.0
sub-028	ses-02	02	/home/alexrees/scratch/bids/sub-028/ses-02/func/sub-028_ses-02_task-fmri_run-02_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-02_task-fmri_run-02_events.tsv	25.0
sub-028	ses-02	04	/home/alexrees/scratch/bids/sub-028/ses-02/func/sub-028_ses-02_task-fmri_run-04_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-02_task-fmri_run-04_events.tsv	25.0
sub-028	ses-02	06	/home/alexrees/scratch/bids/sub-028/ses-02/func/sub-028_ses-02_task-fmri_run-06_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-02_task-fmri_run-06_events.tsv	25.0
sub-028	ses-02	08	/home/alexrees/scratch/bids/sub-028/ses-02/func/sub-028_ses-02_task-fmri_run-08_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-028_ses-02_task-fmri_run-08_events.tsv	25.0
sub-029	ses-01	01	/home/alexrees/scratch/bids/sub-029/ses-01/func/sub-029_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-01_task-fmri_run-01_events.tsv	25.0
sub-029	ses-01	03	/home/alexrees/scratch/bids/sub-029/ses-01/func/sub-029_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-01_task-fmri_run-03_events.tsv	25.0
sub-029	ses-01	05	/home/alexrees/scratch/bids/sub-029/ses-01/func/sub-029_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-01_task-fmri_run-05_events.tsv	25.0
sub-029	ses-01	07	/home/alexrees/scratch/bids/sub-029/ses-01/func/sub-029_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-01_task-fmri_run-07_events.tsv	25.0
sub-029	ses-02	01	/home/alexrees/scratch/bids/sub-029/ses-02/func/sub-029_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-02_task-fmri_run-01_events.tsv	25.0
sub-029	ses-02	03	/home/alexrees/scratch/bids/sub-029/ses-02/func/sub-029_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-02_task-fmri_run-03_events.tsv	25.0
sub-029	ses-02	05	/home/alexrees/scratch/bids/sub-029/ses-02/func/sub-029_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-02_task-fmri_run-05_events.tsv	25.0
sub-029	ses-02	07	/home/alexrees/scratch/bids/sub-029/ses-02/func/sub-029_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-029_ses-02_task-fmri_run-07_events.tsv	25.0
sub-030	ses-01	01	/home/alexrees/scratch/bids/sub-030/ses-01/func/sub-030_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-01_task-fmri_run-01_events.tsv	25.0
sub-030	ses-01	03	/home/alexrees/scratch/bids/sub-030/ses-01/func/sub-030_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-01_task-fmri_run-03_events.tsv	25.0
sub-030	ses-01	05	/home/alexrees/scratch/bids/sub-030/ses-01/func/sub-030_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-01_task-fmri_run-05_events.tsv	25.0
sub-030	ses-01	07	/home/alexrees/scratch/bids/sub-030/ses-01/func/sub-030_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-01_task-fmri_run-07_events.tsv	25.0
sub-030	ses-02	01	/home/alexrees/scratch/bids/sub-030/ses-02/func/sub-030_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-02_task-fmri_run-01_events.tsv	25.0
sub-030	ses-02	03	/home/alexrees/scratch/bids/sub-030/ses-02/func/sub-030_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-02_task-fmri_run-03_events.tsv	25.0
sub-030	ses-02	05	/home/alexrees/scratch/bids/sub-030/ses-02/func/sub-030_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-02_task-fmri_run-05_events.tsv	25.0
sub-030	ses-02	07	/home/alexrees/scratch/bids/sub-030/ses-02/func/sub-030_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-030_ses-02_task-fmri_run-07_events.tsv	25.0
sub-031	ses-01	01	/home/alexrees/scratch/bids/sub-031/ses-01/func/sub-031_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-031_ses-01_task-fmri_run-01_events.tsv	25.0
sub-031	ses-01	03	/home/alexrees/scratch/bids/sub-031/ses-01/func/sub-031_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-031_ses-01_task-fmri_run-03_events.tsv	25.0
sub-031	ses-01	05	/home/alexrees/scratch/bids/sub-031/ses-01/func/sub-031_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-031_ses-01_task-fmri_run-05_events.tsv	25.0
sub-031	ses-01	07	/home/alexrees/scratch/bids/sub-031/ses-01/func/sub-031_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-031_ses-01_task-fmri_run-07_events.tsv	25.0
sub-032	ses-01	06	/home/alexrees/scratch/bids/sub-032/ses-01/func/sub-032_ses-01_task-fmri_run-06_events.tsv	SKIP_no_bold	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-032_ses-01_task-fmri_run-06_events.tsv	
sub-032	ses-01	07	/home/alexrees/scratch/bids/sub-032/ses-01/func/sub-032_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-032_ses-01_task-fmri_run-07_events.tsv	25.0
sub-033	ses-01	01	/home/alexrees/scratch/bids/sub-033/ses-01/func/sub-033_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-033_ses-01_task-fmri_run-01_events.tsv	25.0
sub-033	ses-01	03	/home/alexrees/scratch/bids/sub-033/ses-01/func/sub-033_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-033_ses-01_task-fmri_run-03_events.tsv	25.0
