action	src	dst
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-pulse_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-pulse_physio.tsv.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-respiratory_physio.json	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-respiratory_physio.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-respiratory_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-respiratory_physio.tsv.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-trigger_physio.json	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-trigger_physio.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-trigger_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-trigger_physio.tsv.gz
WOULD_COPY	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_bold.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_bold.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_bold.nii.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_part-phase_sbref.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_part-phase_sbref.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_part-phase_sbref.nii.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_part-phase_sbref.nii.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-pulse_physio.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-pulse_physio.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-pulse_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-pulse_physio.tsv.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-respiratory_physio.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-respiratory_physio.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-respiratory_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-respiratory_physio.tsv.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-trigger_physio.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-trigger_physio.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-trigger_physio.tsv.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_recording-trigger_physio.tsv.gz
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_sbref.json	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_sbref.json
SKIP_SAME	/home/alexrees/scratch/bids/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_sbref.nii.gz	/home/alexrees/scratch/release_dataset/sub-047/ses-01/func/sub-047_ses-01_task-fmri_run-03_sbref.nii.gz
