action	src	dst
COPIED	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.json
COPIED	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.json
COPIED	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.json
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.json
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.json
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.json
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.json
COPIED	/home/alexrees/scratch/bids/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.tsv	/home/alexrees/scratch/release_dataset/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.tsv
COPIED	/home/alexrees/scratch/bids/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.json	/home/alexrees/scratch/release_dataset/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.json
