subject	session	original_file	replacement_file	status
sub-021	ses-01	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.nii.gz	REPLACED
sub-021	ses-01	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	REPLACED
sub-021	ses-02	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	REPLACED
sub-021	ses-02	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	REPLACED
sub-021	ses-02	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	REPLACED
sub-022	ses-01	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	REPLACED
sub-022	ses-01	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	REPLACED
sub-022	ses-02	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	REPLACED
sub-022	ses-02	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	REPLACED
sub-022	ses-02	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	REPLACED
sub-023	ses-01	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	REPLACED
sub-023	ses-01	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	REPLACED
sub-023	ses-01	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	REPLACED
sub-023	ses-02	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	REPLACED
sub-023	ses-02	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	REPLACED
sub-023	ses-02	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	REPLACED
sub-024	ses-01	/lustre07/scratch/alexrees/bids/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	REPLACED
sub-024	ses-02	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	REPLACED
sub-024	ses-02	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	REPLACED
sub-024	ses-02	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	REPLACED
sub-025	ses-01	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	REPLACED
sub-025	ses-01	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	REPLACED
sub-025	ses-01	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	REPLACED
sub-025	ses-02	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	REPLACED
sub-025	ses-02	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	REPLACED
sub-025	ses-02	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	REPLACED
sub-026	ses-01	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	REPLACED
sub-026	ses-01	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	REPLACED
sub-026	ses-01	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	REPLACED
sub-026	ses-02	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	REPLACED
sub-026	ses-02	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	REPLACED
sub-026	ses-02	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	REPLACED
sub-027	ses-01	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	REPLACED
sub-027	ses-01	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	REPLACED
sub-027	ses-01	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	REPLACED
sub-027	ses-02	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	REPLACED
sub-027	ses-02	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	REPLACED
sub-027	ses-02	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	REPLACED
sub-028	ses-01	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	REPLACED
sub-028	ses-01	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	REPLACED
sub-028	ses-01	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	REPLACED
sub-028	ses-02	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	REPLACED
sub-028	ses-02	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	REPLACED
sub-028	ses-02	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	REPLACED
sub-029	ses-01	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	REPLACED
sub-029	ses-01	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	REPLACED
sub-029	ses-01	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	REPLACED
sub-029	ses-02	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	REPLACED
sub-029	ses-02	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	REPLACED
sub-029	ses-02	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	REPLACED
sub-030	ses-01	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	REPLACED
sub-030	ses-01	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	REPLACED
sub-030	ses-01	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	REPLACED
sub-030	ses-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	REPLACED
sub-030	ses-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	REPLACED
sub-030	ses-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	REPLACED
sub-031	ses-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	REPLACED
sub-031	ses-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	REPLACED
sub-031	ses-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	REPLACED
sub-031	ses-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	REPLACED
sub-031	ses-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	REPLACED
sub-031	ses-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	REPLACED
sub-032	ses-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	REPLACED
sub-032	ses-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	REPLACED
sub-032	ses-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	REPLACED
sub-033	ses-01	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	REPLACED
sub-033	ses-01	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	REPLACED
sub-034	ses-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz	REPLACED
sub-034	ses-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.nii.gz	REPLACED
sub-034	ses-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-03_T1w.nii.gz	REPLACED
sub-034	ses-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.nii.gz	REPLACED
sub-034	ses-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.nii.gz	REPLACED
sub-034	ses-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-03_T1w.nii.gz	REPLACED
sub-035	ses-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-01_T1w.nii.gz	REPLACED
sub-035	ses-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.nii.gz	REPLACED
sub-035	ses-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-03_T1w.nii.gz	REPLACED
sub-035	ses-02	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz	REPLACED
sub-035	ses-02	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz	REPLACED
sub-035	ses-02	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-03_T1w.nii.gz	REPLACED
sub-036	ses-01	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-01_T1w.nii.gz	REPLACED
sub-036	ses-01	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz	REPLACED
sub-036	ses-01	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-03_T1w.nii.gz	REPLACED
sub-036	ses-02	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-01_T1w.nii.gz	REPLACED
sub-036	ses-02	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.nii.gz	REPLACED
sub-036	ses-02	/lustre07/scratch/alexrees/bids/sub-036/ses-02/anat/sub-036_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-03_T1w.nii.gz	REPLACED
sub-037	ses-01	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz	REPLACED
sub-037	ses-01	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-02_T1w.nii.gz	REPLACED
sub-037	ses-01	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-03_T1w.nii.gz	REPLACED
sub-038	ses-01	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz	REPLACED
sub-038	ses-01	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz	REPLACED
sub-038	ses-01	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-03_T1w.nii.gz	REPLACED
sub-038	ses-02	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz	REPLACED
sub-038	ses-02	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.nii.gz	REPLACED
sub-038	ses-02	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-03_T1w.nii.gz	REPLACED
sub-039	ses-01	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz	REPLACED
sub-039	ses-01	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz	REPLACED
sub-039	ses-01	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-03_T1w.nii.gz	REPLACED
sub-039	ses-02	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-01_T1w.nii.gz	REPLACED
sub-039	ses-02	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-02_T1w.nii.gz	REPLACED
sub-039	ses-02	/lustre07/scratch/alexrees/bids/sub-039/ses-02/anat/sub-039_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-03_T1w.nii.gz	REPLACED
sub-040	ses-01	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.nii.gz	REPLACED
sub-040	ses-01	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.nii.gz	REPLACED
sub-040	ses-01	/lustre07/scratch/alexrees/bids/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.nii.gz	REPLACED
sub-040	ses-02	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.nii.gz	REPLACED
sub-040	ses-02	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz	REPLACED
