subject	session	release_relative_path	replacement_file	audit_status	release_present	size_match_defaced	size_differs_from_original	hash_match_defaced	status	notes
sub-021	ses-01	sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-021	ses-02	sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-021	ses-02	sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-021	ses-02	sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-022	ses-01	sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-022	ses-01	sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-022	ses-02	sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-022	ses-02	sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-022	ses-02	sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-01	sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-01	sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-01	sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-02	sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-02	sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-023	ses-02	sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-024	ses-01	sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-024	ses-02	sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-024	ses-02	sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-024	ses-02	sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-01	sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-01	sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-01	sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-02	sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-02	sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-025	ses-02	sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-01	sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-01	sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-01	sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-02	sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-02	sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-026	ses-02	sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-01	sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-01	sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-01	sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-02	sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-02	sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-027	ses-02	sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-01	sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-01	sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-01	sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-02	sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-02	sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-028	ses-02	sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-01	sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-01	sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-01	sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-02	sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-02	sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-029	ses-02	sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-01	sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-01	sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-01	sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-02	sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-02	sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-030	ses-02	sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-01	sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-01	sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-01	sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-02	sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-02	sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-031	ses-02	sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-032	ses-01	sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-032	ses-01	sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-032	ses-01	sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-033	ses-01	sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-033	ses-01	sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-01	sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-01	sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-01	sub-034/ses-01/anat/sub-034_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-01/anat/sub-034_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-02	sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-02	sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-034	ses-02	sub-034/ses-02/anat/sub-034_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-034/ses-02/anat/sub-034_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-01	sub-035/ses-01/anat/sub-035_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-01	sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-01	sub-035/ses-01/anat/sub-035_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-01/anat/sub-035_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-02	sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-02	sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-035	ses-02	sub-035/ses-02/anat/sub-035_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-035/ses-02/anat/sub-035_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-01	sub-036/ses-01/anat/sub-036_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-01	sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-01	sub-036/ses-01/anat/sub-036_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-01/anat/sub-036_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-02	sub-036/ses-02/anat/sub-036_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-02	sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-036	ses-02	sub-036/ses-02/anat/sub-036_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-036/ses-02/anat/sub-036_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-037	ses-01	sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-037	ses-01	sub-037/ses-01/anat/sub-037_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-037	ses-01	sub-037/ses-01/anat/sub-037_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-037/ses-01/anat/sub-037_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-01	sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-01	sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-01	sub-038/ses-01/anat/sub-038_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-01/anat/sub-038_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-02	sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-02	sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-038	ses-02	sub-038/ses-02/anat/sub-038_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-038/ses-02/anat/sub-038_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-01	sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-01	sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-01	sub-039/ses-01/anat/sub-039_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-01/anat/sub-039_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-02	sub-039/ses-02/anat/sub-039_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-02	sub-039/ses-02/anat/sub-039_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-039	ses-02	sub-039/ses-02/anat/sub-039_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-039/ses-02/anat/sub-039_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-01	sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-01	sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-01	sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-02	sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-02	sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-040	ses-02	sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-041	ses-01	sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
sub-041	ses-01	sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.nii.gz	REPLACED	yes	yes	yes	yes	OK	
