image_identifier	subject	session	run	filename	image_path	model_estimated_artifact_probability	model_confidence	model_uncertainty	n_mc_runs	n_artifact_votes	model	inference_date
sub-017_ses-02_run-02_T1w.nii.gz	sub-017	ses-02	02	sub-017_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-017_ses-02_run-03_T1w.nii.gz	sub-017	ses-02	03	sub-017_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-018_ses-01_run-01_T1w.nii.gz	sub-018	ses-01	01	sub-018_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-018_ses-01_run-02_T1w.nii.gz	sub-018	ses-01	02	sub-018_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-019_ses-01_run-01_T1w.nii.gz	sub-019	ses-01	01	sub-019_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-019_ses-01_run-02_T1w.nii.gz	sub-019	ses-01	02	sub-019_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-019_ses-01_run-03_T1w.nii.gz	sub-019	ses-01	03	sub-019_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-019_ses-02_run-01_T1w.nii.gz	sub-019	ses-02	01	sub-019_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-019_ses-02_run-02_T1w.nii.gz	sub-019	ses-02	02	sub-019_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-019_ses-02_run-03_T1w.nii.gz	sub-019	ses-02	03	sub-019_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-020_ses-01_run-01_T1w.nii.gz	sub-020	ses-01	01	sub-020_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-020_ses-01_run-02_T1w.nii.gz	sub-020	ses-01	02	sub-020_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-020_ses-01_run-03_T1w.nii.gz	sub-020	ses-01	03	sub-020_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-021_ses-01_run-01_T1w.nii.gz	sub-021	ses-01	01	sub-021_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-021_ses-01_run-02_T1w.nii.gz	sub-021	ses-01	02	sub-021_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-021_ses-01_run-03_T1w.nii.gz	sub-021	ses-01	03	sub-021_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-021_ses-02_run-01_T1w.nii.gz	sub-021	ses-02	01	sub-021_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-021_ses-02_run-02_T1w.nii.gz	sub-021	ses-02	02	sub-021_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-021_ses-02_run-03_T1w.nii.gz	sub-021	ses-02	03	sub-021_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-022_ses-01_run-01_T1w.nii.gz	sub-022	ses-01	01	sub-022_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-022_ses-01_run-02_T1w.nii.gz	sub-022	ses-01	02	sub-022_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-022_ses-02_run-01_T1w.nii.gz	sub-022	ses-02	01	sub-022_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-022_ses-02_run-02_T1w.nii.gz	sub-022	ses-02	02	sub-022_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-022_ses-02_run-03_T1w.nii.gz	sub-022	ses-02	03	sub-022_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-023_ses-01_run-01_T1w.nii.gz	sub-023	ses-01	01	sub-023_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-023_ses-01_run-02_T1w.nii.gz	sub-023	ses-01	02	sub-023_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-023_ses-01_run-03_T1w.nii.gz	sub-023	ses-01	03	sub-023_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-023_ses-02_run-01_T1w.nii.gz	sub-023	ses-02	01	sub-023_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-023_ses-02_run-02_T1w.nii.gz	sub-023	ses-02	02	sub-023_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-023_ses-02_run-03_T1w.nii.gz	sub-023	ses-02	03	sub-023_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-024_ses-01_run-01_T1w.nii.gz	sub-024	ses-01	01	sub-024_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-024_ses-02_run-01_T1w.nii.gz	sub-024	ses-02	01	sub-024_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-024_ses-02_run-02_T1w.nii.gz	sub-024	ses-02	02	sub-024_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-024_ses-02_run-03_T1w.nii.gz	sub-024	ses-02	03	sub-024_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-025_ses-01_run-01_T1w.nii.gz	sub-025	ses-01	01	sub-025_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-025_ses-01_run-02_T1w.nii.gz	sub-025	ses-01	02	sub-025_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-025_ses-01_run-03_T1w.nii.gz	sub-025	ses-01	03	sub-025_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-025_ses-02_run-01_T1w.nii.gz	sub-025	ses-02	01	sub-025_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-025_ses-02_run-02_T1w.nii.gz	sub-025	ses-02	02	sub-025_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-025_ses-02_run-03_T1w.nii.gz	sub-025	ses-02	03	sub-025_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-026_ses-01_run-01_T1w.nii.gz	sub-026	ses-01	01	sub-026_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-026_ses-01_run-02_T1w.nii.gz	sub-026	ses-01	02	sub-026_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-026_ses-01_run-03_T1w.nii.gz	sub-026	ses-01	03	sub-026_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-026_ses-02_run-01_T1w.nii.gz	sub-026	ses-02	01	sub-026_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-026_ses-02_run-02_T1w.nii.gz	sub-026	ses-02	02	sub-026_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-026_ses-02_run-03_T1w.nii.gz	sub-026	ses-02	03	sub-026_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-027_ses-01_run-01_T1w.nii.gz	sub-027	ses-01	01	sub-027_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-027_ses-01_run-02_T1w.nii.gz	sub-027	ses-01	02	sub-027_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-027_ses-01_run-03_T1w.nii.gz	sub-027	ses-01	03	sub-027_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-027_ses-02_run-01_T1w.nii.gz	sub-027	ses-02	01	sub-027_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-027_ses-02_run-02_T1w.nii.gz	sub-027	ses-02	02	sub-027_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-027_ses-02_run-03_T1w.nii.gz	sub-027	ses-02	03	sub-027_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-028_ses-01_run-01_T1w.nii.gz	sub-028	ses-01	01	sub-028_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-028_ses-01_run-02_T1w.nii.gz	sub-028	ses-01	02	sub-028_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-028_ses-01_run-03_T1w.nii.gz	sub-028	ses-01	03	sub-028_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-028_ses-02_run-01_T1w.nii.gz	sub-028	ses-02	01	sub-028_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-028_ses-02_run-02_T1w.nii.gz	sub-028	ses-02	02	sub-028_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-028_ses-02_run-03_T1w.nii.gz	sub-028	ses-02	03	sub-028_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-029_ses-01_run-01_T1w.nii.gz	sub-029	ses-01	01	sub-029_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-22
sub-029_ses-01_run-02_T1w.nii.gz	sub-029	ses-01	02	sub-029_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-029_ses-01_run-03_T1w.nii.gz	sub-029	ses-01	03	sub-029_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-029_ses-02_run-01_T1w.nii.gz	sub-029	ses-02	01	sub-029_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-029_ses-02_run-02_T1w.nii.gz	sub-029	ses-02	02	sub-029_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-029_ses-02_run-03_T1w.nii.gz	sub-029	ses-02	03	sub-029_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-030_ses-01_run-01_T1w.nii.gz	sub-030	ses-01	01	sub-030_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-030_ses-01_run-02_T1w.nii.gz	sub-030	ses-01	02	sub-030_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-22
sub-030_ses-01_run-03_T1w.nii.gz	sub-030	ses-01	03	sub-030_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-030_ses-02_run-01_T1w.nii.gz	sub-030	ses-02	01	sub-030_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-030_ses-02_run-02_T1w.nii.gz	sub-030	ses-02	02	sub-030_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-030_ses-02_run-03_T1w.nii.gz	sub-030	ses-02	03	sub-030_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-031_ses-01_run-01_T1w.nii.gz	sub-031	ses-01	01	sub-031_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-031_ses-01_run-02_T1w.nii.gz	sub-031	ses-01	02	sub-031_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-031_ses-01_run-03_T1w.nii.gz	sub-031	ses-01	03	sub-031_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-031_ses-02_run-01_T1w.nii.gz	sub-031	ses-02	01	sub-031_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-031_ses-02_run-02_T1w.nii.gz	sub-031	ses-02	02	sub-031_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-031_ses-02_run-03_T1w.nii.gz	sub-031	ses-02	03	sub-031_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-032_ses-01_run-01_T1w.nii.gz	sub-032	ses-01	01	sub-032_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-032_ses-01_run-02_T1w.nii.gz	sub-032	ses-01	02	sub-032_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-032_ses-01_run-03_T1w.nii.gz	sub-032	ses-01	03	sub-032_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-033_ses-01_run-01_T1w.nii.gz	sub-033	ses-01	01	sub-033_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-033_ses-01_run-02_T1w.nii.gz	sub-033	ses-01	02	sub-033_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-034_ses-01_run-01_T1w.nii.gz	sub-034	ses-01	01	sub-034_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-034_ses-01_run-02_T1w.nii.gz	sub-034	ses-01	02	sub-034_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-034_ses-01_run-03_T1w.nii.gz	sub-034	ses-01	03	sub-034_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-034_ses-02_run-01_T1w.nii.gz	sub-034	ses-02	01	sub-034_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-034_ses-02_run-02_T1w.nii.gz	sub-034	ses-02	02	sub-034_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-034_ses-02_run-03_T1w.nii.gz	sub-034	ses-02	03	sub-034_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-034/ses-02/anat/sub-034_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-035_ses-01_run-01_T1w.nii.gz	sub-035	ses-01	01	sub-035_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-035_ses-01_run-02_T1w.nii.gz	sub-035	ses-01	02	sub-035_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-035_ses-01_run-03_T1w.nii.gz	sub-035	ses-01	03	sub-035_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-01/anat/sub-035_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-035_ses-02_run-01_T1w.nii.gz	sub-035	ses-02	01	sub-035_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
